topo_type,part,batch,batch_size,has_match,num_spurious,num_incorrect
faces,0,0,5.0,False,0.0,2.0
faces,0,1,5.0,False,0.0,5.0
faces,0,2,5.0,False,0.0,5.0
faces,0,3,5.0,False,0.0,4.0
faces,0,4,5.0,False,0.0,5.0
faces,0,5,5.0,False,0.0,4.0
faces,0,6,5.0,False,0.0,4.0
faces,0,7,2.0,False,0.0,2.0
faces,0,8,9.0,True,0.0,0.0
faces,0,9,1.0,True,0.0,0.0
faces,0,10,1.0,True,0.0,0.0
faces,0,11,1.0,True,0.0,0.0
faces,0,12,1.0,True,0.0,0.0
faces,0,13,1.0,True,0.0,0.0
faces,0,14,1.0,True,0.0,0.0
faces,0,15,1.0,True,0.0,0.0
faces,0,16,1.0,True,0.0,0.0
faces,0,17,1.0,True,0.0,0.0
faces,1,0,5.0,False,0.0,0.0
faces,1,1,5.0,False,0.0,0.0
faces,1,2,5.0,False,0.0,0.0
faces,1,3,5.0,False,0.0,0.0
faces,1,4,5.0,False,0.0,0.0
faces,1,5,5.0,False,0.0,3.0
faces,1,6,1.0,False,0.0,1.0
faces,1,7,34.0,True,0.0,0.0
faces,1,8,1.0,True,0.0,0.0
faces,1,9,1.0,True,0.0,0.0
faces,1,10,1.0,True,0.0,0.0
faces,1,11,1.0,True,0.0,0.0
faces,1,12,1.0,True,0.0,0.0
faces,1,13,1.0,True,0.0,0.0
faces,1,14,1.0,True,0.0,0.0
faces,1,15,1.0,True,0.0,0.0
faces,1,16,1.0,True,0.0,0.0
faces,1,17,1.0,True,1.0,0.0
faces,1,18,1.0,True,0.0,0.0
faces,1,19,1.0,True,0.0,0.0
faces,1,20,1.0,True,0.0,0.0
faces,1,21,1.0,True,0.0,0.0
faces,1,22,1.0,True,0.0,0.0
faces,1,23,1.0,True,0.0,0.0
faces,1,24,1.0,True,1.0,0.0
faces,1,25,1.0,True,0.0,0.0
faces,1,26,1.0,True,0.0,0.0
faces,1,27,1.0,True,0.0,0.0
faces,1,28,1.0,True,0.0,0.0
faces,1,29,1.0,True,0.0,0.0
faces,1,30,1.0,True,0.0,0.0
faces,1,31,1.0,True,0.0,0.0
faces,1,32,1.0,True,0.0,0.0
faces,1,33,1.0,True,0.0,0.0
faces,1,34,1.0,True,0.0,0.0
faces,1,35,1.0,True,0.0,0.0
faces,1,36,1.0,True,0.0,0.0
faces,1,37,1.0,True,0.0,0.0
faces,1,38,1.0,True,0.0,0.0
faces,1,39,1.0,True,0.0,0.0
faces,1,40,1.0,True,0.0,0.0
faces,1,41,1.0,True,0.0,0.0
faces,2,0,6.0,True,0.0,0.0
faces,2,1,1.0,True,0.0,0.0
faces,2,2,1.0,True,0.0,0.0
faces,2,3,1.0,True,0.0,0.0
faces,2,4,1.0,True,0.0,0.0
faces,2,5,1.0,True,0.0,0.0
faces,2,6,1.0,True,0.0,0.0
faces,3,0,5.0,False,0.0,0.0
faces,3,1,5.0,True,0.0,0.0
faces,3,2,1.0,True,0.0,0.0
faces,3,3,1.0,True,0.0,0.0
faces,3,4,1.0,True,0.0,0.0
faces,3,5,1.0,True,0.0,0.0
faces,3,6,1.0,True,0.0,0.0
faces,4,0,5.0,False,0.0,1.0
faces,4,1,5.0,False,0.0,0.0
faces,4,2,5.0,False,0.0,0.0
faces,4,3,1.0,False,0.0,0.0
faces,4,4,27.0,True,0.0,0.0
faces,4,5,1.0,True,0.0,0.0
faces,4,6,1.0,True,0.0,0.0
faces,4,7,1.0,True,0.0,0.0
faces,4,8,1.0,True,0.0,0.0
faces,4,9,1.0,True,0.0,0.0
faces,4,10,1.0,True,0.0,1.0
faces,4,11,1.0,True,0.0,0.0
faces,4,12,1.0,True,0.0,0.0
faces,4,13,1.0,True,0.0,0.0
faces,4,14,1.0,True,0.0,0.0
faces,4,15,1.0,True,0.0,0.0
faces,4,16,1.0,True,0.0,0.0
faces,4,17,1.0,True,0.0,0.0
faces,4,18,1.0,True,0.0,0.0
faces,4,19,1.0,True,0.0,0.0
faces,4,20,1.0,True,0.0,0.0
faces,4,21,1.0,True,0.0,0.0
faces,4,22,1.0,True,0.0,0.0
faces,4,23,1.0,True,0.0,0.0
faces,4,24,1.0,True,0.0,0.0
faces,4,25,1.0,True,0.0,0.0
faces,4,26,1.0,True,0.0,0.0
faces,4,27,1.0,True,0.0,0.0
faces,4,28,1.0,True,0.0,0.0
faces,4,29,1.0,True,0.0,0.0
faces,4,30,1.0,True,0.0,0.0
faces,4,31,1.0,True,0.0,0.0
faces,5,0,5.0,False,0.0,0.0
faces,5,1,5.0,False,0.0,0.0
faces,5,2,5.0,False,0.0,0.0
faces,5,3,5.0,False,0.0,0.0
faces,5,4,5.0,False,0.0,0.0
faces,5,5,5.0,False,0.0,0.0
faces,5,6,4.0,False,0.0,0.0
faces,5,7,12.0,True,0.0,0.0
faces,5,8,1.0,True,0.0,0.0
faces,5,9,1.0,True,0.0,0.0
faces,5,10,1.0,True,0.0,0.0
faces,5,11,1.0,True,0.0,0.0
faces,5,12,1.0,True,0.0,0.0
faces,5,13,1.0,True,0.0,0.0
faces,5,14,1.0,True,0.0,0.0
faces,5,15,1.0,True,0.0,0.0
faces,5,16,1.0,True,0.0,0.0
faces,5,17,1.0,True,0.0,0.0
faces,5,18,1.0,True,0.0,0.0
faces,5,19,1.0,True,0.0,0.0
faces,6,0,5.0,False,0.0,3.0
faces,6,1,5.0,False,0.0,1.0
faces,6,2,5.0,False,0.0,1.0
faces,6,3,5.0,False,0.0,4.0
faces,6,4,5.0,False,0.0,0.0
faces,6,5,5.0,False,0.0,0.0
faces,6,6,5.0,False,0.0,0.0
faces,6,7,2.0,False,0.0,0.0
faces,6,8,14.0,True,0.0,0.0
faces,6,9,1.0,True,0.0,0.0
faces,6,10,1.0,True,0.0,0.0
faces,6,11,1.0,True,0.0,0.0
faces,6,12,1.0,True,0.0,0.0
faces,6,13,1.0,True,0.0,0.0
faces,6,14,1.0,True,0.0,0.0
faces,6,15,1.0,True,0.0,0.0
faces,6,16,1.0,True,0.0,0.0
faces,6,17,1.0,True,0.0,0.0
faces,6,18,1.0,True,0.0,0.0
faces,6,19,1.0,True,0.0,0.0
faces,6,20,1.0,True,0.0,0.0
faces,6,21,1.0,True,0.0,0.0
faces,6,22,1.0,True,0.0,0.0
faces,7,0,5.0,False,0.0,2.0
faces,7,1,5.0,False,0.0,2.0
faces,7,2,5.0,False,0.0,0.0
faces,7,3,5.0,False,0.0,0.0
faces,7,4,5.0,False,0.0,0.0
faces,7,5,4.0,False,0.0,0.0
faces,7,6,5.0,True,0.0,0.0
faces,7,7,1.0,True,0.0,0.0
faces,7,8,1.0,True,0.0,0.0
faces,7,9,1.0,True,0.0,0.0
faces,7,10,1.0,True,0.0,0.0
faces,7,11,1.0,True,0.0,0.0
faces,8,0,2.0,False,0.0,2.0
faces,8,1,6.0,True,0.0,0.0
faces,8,2,1.0,True,0.0,0.0
faces,8,3,1.0,True,0.0,0.0
faces,8,4,1.0,True,0.0,0.0
faces,8,5,1.0,True,0.0,0.0
faces,8,6,1.0,True,0.0,0.0
faces,8,7,1.0,True,0.0,0.0
faces,9,0,5.0,True,0.0,0.0
faces,9,1,1.0,True,0.0,0.0
faces,9,2,1.0,True,0.0,0.0
faces,9,3,1.0,True,0.0,0.0
faces,9,4,1.0,True,0.0,0.0
faces,9,5,1.0,True,0.0,0.0
faces,10,0,5.0,False,0.0,1.0
faces,10,1,4.0,False,0.0,0.0
faces,10,2,4.0,True,0.0,0.0
faces,10,3,1.0,True,0.0,0.0
faces,10,4,1.0,True,0.0,0.0
faces,10,5,1.0,True,0.0,0.0
faces,10,6,1.0,True,0.0,0.0
faces,11,0,5.0,False,0.0,5.0
faces,11,1,5.0,False,0.0,4.0
faces,11,2,1.0,False,0.0,1.0
faces,12,0,3.0,False,0.0,2.0
faces,12,1,13.0,True,0.0,0.0
faces,12,2,1.0,True,0.0,0.0
faces,12,3,1.0,True,0.0,0.0
faces,12,4,1.0,True,0.0,0.0
faces,12,5,1.0,True,0.0,0.0
faces,12,6,1.0,True,0.0,0.0
faces,12,7,1.0,True,0.0,0.0
faces,12,8,1.0,True,0.0,0.0
faces,12,9,1.0,True,0.0,0.0
faces,12,10,1.0,True,0.0,0.0
faces,12,11,1.0,True,0.0,0.0
faces,12,12,1.0,True,0.0,0.0
faces,12,13,1.0,True,0.0,0.0
faces,12,14,1.0,True,0.0,0.0
faces,13,0,5.0,False,0.0,1.0
faces,13,1,5.0,False,0.0,1.0
faces,13,2,5.0,False,0.0,5.0
faces,13,3,5.0,False,0.0,1.0
faces,13,4,5.0,False,0.0,4.0
faces,13,5,5.0,False,0.0,3.0
faces,13,6,5.0,False,0.0,4.0
faces,13,7,5.0,False,0.0,4.0
faces,13,8,5.0,False,0.0,3.0
faces,13,9,4.0,False,0.0,1.0
faces,13,10,24.0,True,0.0,0.0
faces,13,11,1.0,True,0.0,0.0
faces,13,12,1.0,True,0.0,0.0
faces,13,13,1.0,True,0.0,0.0
faces,13,14,1.0,True,0.0,0.0
faces,13,15,1.0,True,0.0,0.0
faces,13,16,1.0,True,0.0,0.0
faces,13,17,1.0,True,0.0,0.0
faces,13,18,1.0,True,0.0,0.0
faces,13,19,1.0,True,0.0,0.0
faces,13,20,1.0,True,0.0,0.0
faces,13,21,1.0,True,0.0,0.0
faces,13,22,1.0,True,0.0,0.0
faces,13,23,1.0,True,0.0,0.0
faces,13,24,1.0,True,0.0,0.0
faces,13,25,1.0,True,0.0,0.0
faces,13,26,1.0,True,0.0,0.0
faces,13,27,1.0,True,0.0,0.0
faces,13,28,1.0,True,0.0,0.0
faces,13,29,1.0,True,0.0,0.0
faces,13,30,1.0,True,0.0,0.0
faces,13,31,1.0,True,0.0,0.0
faces,13,32,1.0,True,0.0,0.0
faces,13,33,1.0,True,0.0,0.0
faces,13,34,1.0,True,0.0,0.0
faces,14,0,3.0,False,0.0,2.0
faces,14,1,9.0,True,0.0,0.0
faces,14,2,1.0,True,0.0,0.0
faces,14,3,1.0,True,0.0,0.0
faces,14,4,1.0,True,0.0,0.0
faces,14,5,1.0,True,0.0,0.0
faces,14,6,1.0,True,0.0,0.0
faces,14,7,1.0,True,0.0,0.0
faces,14,8,1.0,True,0.0,0.0
faces,14,9,1.0,True,0.0,0.0
faces,14,10,1.0,True,0.0,0.0
faces,15,0,8.0,True,0.0,0.0
faces,15,1,1.0,True,0.0,0.0
faces,15,2,1.0,True,0.0,0.0
faces,15,3,1.0,True,0.0,0.0
faces,15,4,1.0,True,0.0,0.0
faces,15,5,1.0,True,0.0,0.0
faces,15,6,1.0,True,0.0,0.0
faces,15,7,1.0,True,0.0,0.0
faces,15,8,1.0,True,0.0,0.0
edges,0,0,5.0,False,0.0,2.0
edges,0,1,5.0,False,0.0,5.0
edges,0,2,5.0,False,0.0,5.0
edges,0,3,5.0,False,0.0,5.0
edges,0,4,5.0,False,0.0,5.0
edges,0,5,5.0,False,0.0,5.0
edges,0,6,5.0,False,0.0,5.0
edges,0,7,5.0,False,0.0,5.0
edges,0,8,5.0,False,0.0,5.0
edges,0,9,5.0,False,0.0,1.0
edges,0,10,5.0,False,0.0,5.0
edges,0,11,5.0,False,0.0,1.0
edges,0,12,5.0,False,0.0,5.0
edges,0,13,5.0,False,0.0,5.0
edges,0,14,5.0,False,0.0,2.0
edges,0,15,5.0,False,0.0,2.0
edges,0,16,1.0,False,0.0,1.0
edges,0,17,8.0,True,0.0,0.0
edges,0,18,1.0,True,0.0,0.0
edges,0,19,1.0,True,0.0,0.0
edges,0,20,1.0,True,0.0,0.0
edges,0,21,1.0,True,0.0,0.0
edges,0,22,1.0,True,0.0,0.0
edges,0,23,1.0,True,0.0,0.0
edges,0,24,1.0,True,0.0,0.0
edges,0,25,1.0,True,0.0,0.0
edges,1,0,5.0,False,0.0,3.0
edges,1,1,5.0,False,0.0,0.0
edges,1,2,5.0,False,0.0,1.0
edges,1,3,5.0,False,0.0,1.0
edges,1,4,5.0,False,0.0,0.0
edges,1,5,5.0,False,0.0,1.0
edges,1,6,5.0,False,0.0,0.0
edges,1,7,5.0,False,0.0,0.0
edges,1,8,5.0,False,0.0,0.0
edges,1,9,5.0,False,0.0,0.0
edges,1,10,5.0,False,0.0,2.0
edges,1,11,5.0,False,0.0,1.0
edges,1,12,5.0,False,0.0,2.0
edges,1,13,5.0,False,0.0,2.0
edges,1,14,5.0,False,0.0,3.0
edges,1,15,5.0,False,0.0,1.0
edges,1,16,5.0,False,0.0,1.0
edges,1,17,5.0,False,0.0,0.0
edges,1,18,5.0,False,0.0,0.0
edges,1,19,5.0,False,0.0,0.0
edges,1,20,5.0,False,0.0,0.0
edges,1,21,5.0,False,0.0,0.0
edges,1,22,5.0,False,0.0,0.0
edges,1,23,5.0,False,0.0,0.0
edges,1,24,5.0,False,0.0,0.0
edges,1,25,5.0,False,0.0,0.0
edges,1,26,5.0,False,0.0,0.0
edges,1,27,5.0,False,0.0,0.0
edges,1,28,5.0,False,0.0,1.0
edges,1,29,3.0,False,0.0,0.0
edges,1,30,33.0,True,0.0,0.0
edges,1,31,1.0,True,0.0,0.0
edges,1,32,1.0,True,0.0,0.0
edges,1,33,1.0,True,0.0,0.0
edges,1,34,1.0,True,0.0,0.0
edges,1,35,1.0,True,0.0,0.0
edges,1,36,1.0,True,0.0,0.0
edges,1,37,1.0,True,0.0,0.0
edges,1,38,1.0,True,0.0,0.0
edges,1,39,1.0,True,0.0,0.0
edges,1,40,1.0,True,0.0,0.0
edges,1,41,1.0,True,0.0,0.0
edges,1,42,1.0,True,0.0,0.0
edges,1,43,1.0,True,0.0,0.0
edges,1,44,1.0,True,0.0,0.0
edges,1,45,1.0,True,0.0,0.0
edges,1,46,1.0,True,0.0,0.0
edges,1,47,1.0,True,0.0,0.0
edges,1,48,1.0,True,0.0,0.0
edges,1,49,1.0,True,0.0,0.0
edges,1,50,1.0,True,0.0,0.0
edges,1,51,1.0,True,0.0,0.0
edges,1,52,1.0,True,0.0,0.0
edges,1,53,1.0,True,0.0,0.0
edges,1,54,1.0,True,0.0,0.0
edges,1,55,1.0,True,0.0,0.0
edges,1,56,1.0,True,0.0,0.0
edges,1,57,1.0,True,0.0,0.0
edges,1,58,1.0,True,0.0,0.0
edges,1,59,1.0,True,0.0,0.0
edges,1,60,1.0,True,0.0,0.0
edges,1,61,1.0,True,0.0,0.0
edges,1,62,1.0,True,0.0,0.0
edges,1,63,1.0,True,0.0,0.0
edges,2,0,5.0,False,0.0,0.0
edges,2,1,3.0,False,0.0,0.0
edges,2,2,4.0,True,0.0,0.0
edges,2,3,1.0,True,0.0,0.0
edges,2,4,1.0,True,0.0,0.0
edges,2,5,1.0,True,0.0,0.0
edges,2,6,1.0,True,0.0,0.0
edges,3,0,5.0,False,0.0,1.0
edges,3,1,5.0,False,0.0,0.0
edges,3,2,5.0,False,0.0,0.0
edges,3,3,4.0,False,0.0,0.0
edges,3,4,5.0,True,0.0,0.0
edges,3,5,1.0,True,0.0,0.0
edges,3,6,1.0,True,0.0,0.0
edges,3,7,1.0,True,0.0,0.0
edges,3,8,1.0,True,0.0,0.0
edges,3,9,1.0,True,0.0,0.0
edges,4,0,5.0,False,0.0,0.0
edges,4,1,5.0,False,0.0,0.0
edges,4,2,5.0,False,0.0,3.0
edges,4,3,5.0,False,0.0,2.0
edges,4,4,5.0,False,0.0,0.0
edges,4,5,5.0,False,0.0,2.0
edges,4,6,5.0,False,0.0,0.0
edges,4,7,5.0,False,0.0,1.0
edges,4,8,5.0,False,0.0,1.0
edges,4,9,5.0,False,0.0,0.0
edges,4,10,5.0,False,0.0,0.0
edges,4,11,5.0,False,0.0,0.0
edges,4,12,5.0,False,0.0,1.0
edges,4,13,5.0,False,0.0,4.0
edges,4,14,5.0,False,0.0,1.0
edges,4,15,2.0,False,0.0,0.0
edges,4,16,42.0,True,0.0,0.0
